PNA,Miejscowość,Ulica,Numery,Gmina,Powiat,Województwo
31-120,Kraków (Kraków-,Aleja Adama Mickiewicza,1-DK(n),Kraków,Kraków,małopolskie
30-059,Kraków (Kraków-,Aleja Adama Mickiewicza,2-DK(p),Kraków,Kraków,małopolskie
30-820,Kraków (Kraków-,Aleja Adolfa Dygasińskiego,,Kraków,Kraków,małopolskie
30-605,Kraków (Kraków-,Aleja Adolfa Hyły,,Kraków,Kraków,małopolskie
30-798,Kraków (Kraków-,Agatowa,,Kraków,Kraków,małopolskie
30-737,Kraków (Kraków-,Agawy,,Kraków,Kraków,małopolskie
31-071,Kraków (Kraków-,św. Agnieszki,1-DK(n),Kraków,Kraków,małopolskie
31-068,Kraków (Kraków-,św. Agnieszki,2-DK(p),Kraków,Kraków,małopolskie
30-221,Kraków (Kraków-,Agrestowa,,Kraków,Kraków,małopolskie
31-466,Kraków (Kraków-,Akacjowa,,Kraków,Kraków,małopolskie
30-050,Kraków (Kraków-,Akademicka,,Kraków,Kraków,małopolskie
31-356,Kraków (Kraków-,Aktorów,,Kraków,Kraków,małopolskie
30-662,Kraków (Kraków-,Albańska,,Kraków,Kraków,małopolskie
30-716,Kraków (Kraków-,Albatrosów,,Kraków,Kraków,małopolskie
30-698,Kraków (Kraków-,Adolfa Aleksandrowicza,,Kraków,Kraków,małopolskie
30-837,Kraków (Kraków-,Aleksandry,,Kraków,Kraków,małopolskie
30-660,Kraków (Kraków-,Algierska,,Kraków,Kraków,małopolskie
31-417,Kraków (Kraków-,Aliny,,Kraków,Kraków,małopolskie
30-132,Kraków (Kraków-,Altanowa,,Kraków,Kraków,małopolskie
30-394,Kraków (Kraków-,Dawida Altera Kurzmana,,Kraków,Kraków,małopolskie
30-437,Kraków (Kraków-,Amarantowa,,Kraków,Kraków,małopolskie
30-298,Kraków (Kraków-,Amazonek,,Kraków,Kraków,małopolskie
30-798,Kraków (Kraków-,Ametystowa,,Kraków,Kraków,małopolskie
30-203,Kraków (Kraków-,Władysława Anczyca,,Kraków,Kraków,małopolskie
31-839,Kraków (Kraków-Nowa Huta),Andegaweńska,,Kraków,Kraków,małopolskie
31-751,Kraków (Kraków-,Hansa Christiana Andersena,,Kraków,Kraków,małopolskie
30-638,Kraków (Kraków-,Ivo Andricia,,Kraków,Kraków,małopolskie
30-815,Kraków (Kraków-,Jana Kantego Andrusikiewicza,,Kraków,Kraków,małopolskie
30-654,Kraków (Kraków-,Andrychowska,,Kraków,Kraków,małopolskie
31-831,Kraków (Kraków-,Anny Jagiellonki,,Kraków,Kraków,małopolskie
31-008,Kraków (Kraków-,św. Anny,,Kraków,Kraków,małopolskie
31-419,Kraków (Kraków-,Antyczna,,Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Anusi,,Kraków,Kraków,małopolskie
31-711,Kraków (Kraków-,Architektów,,Kraków,Kraków,małopolskie
30-138,Kraków (Kraków-,Tomasza Arciszewskiego,,Kraków,Kraków,małopolskie
31-636,Kraków (Kraków-,Bohdana Arcta,,Kraków,Kraków,małopolskie
31-572,Kraków (Kraków-,Henryka Arctowskiego,,Kraków,Kraków,małopolskie
31-505,Kraków (Kraków-,Ariańska,,Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Arktyczna,,Kraków,Kraków,małopolskie
30-150,Kraków (Kraków-,Armii Krajowej,,Kraków,Kraków,małopolskie
30-433,Kraków (Kraków-,"Armii ""Kraków""",,Kraków,Kraków,małopolskie
31-242,Kraków (Kraków-,Arsenał,,Kraków,Kraków,małopolskie
30-035,Kraków (Kraków-,Aleja Artura Grottgera,"1-DK(n), 2-24(p)",Kraków,Kraków,małopolskie
30-043,Kraków (Kraków-,Aleja Artura Grottgera,26-66(p),Kraków,Kraków,małopolskie
30-075,Kraków (Kraków-,Aleja Artura Grottgera,68-DK(p),Kraków,Kraków,małopolskie
31-932,Kraków (Kraków-,Artystów,,Kraków,Kraków,małopolskie
31-144,Kraków (Kraków-,Adama Asnyka,,Kraków,Kraków,małopolskie
30-243,Kraków (Kraków-,Astronautów,,Kraków,Kraków,małopolskie
30-249,Kraków (Kraków-,Astronomów Al.,,Kraków,Kraków,małopolskie
31-337,Kraków (Kraków-,Astrowa,,Kraków,Kraków,małopolskie
31-064,Kraków (Kraków-,Augustiańska,,Kraków,Kraków,małopolskie
30-010,Kraków (Kraków-,Antoniego Augustynka-Wichury,,Kraków,Kraków,małopolskie
31-336,Kraków (Kraków-,Azaliowa,,Kraków,Kraków,małopolskie
30-698,Kraków (Kraków-,Babiego Lata,,Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Babinicza,,Kraków,Kraków,małopolskie
30-393,Kraków (Kraków-,dr. Józefa Babińskiego,,Kraków,Kraków,małopolskie
31-711,Kraków (Kraków-,Grażyny Bacewiczówny,,Kraków,Kraków,małopolskie
31-479,Kraków (Kraków-,Klimka Bachledy,,Kraków,Kraków,małopolskie
30-396,Kraków (Kraków-,Krzysztofa Kamila Baczyńskiego,,Kraków,Kraków,małopolskie
30-694,Kraków (Kraków-,Andrzeja Badurskiego,,Kraków,Kraków,małopolskie
30-243,Kraków (Kraków-,Bagatela,,Kraków,Kraków,małopolskie
30-398,Kraków (Kraków-,Bagienna,,Kraków,Kraków,małopolskie
30-733,Kraków (Kraków-,Bagrowa,,Kraków,Kraków,małopolskie
31-465,Kraków (Kraków-,Jerzego Bajana,,Kraków,Kraków,małopolskie
31-566,Kraków (Kraków-,Bajeczna,,Kraków,Kraków,małopolskie
30-142,Kraków (Kraków-,Bakałarzy,,Kraków,Kraków,małopolskie
30-394,Kraków (Kraków-,Balanówka,,Kraków,Kraków,małopolskie
30-149,Kraków (Kraków-Krowodrza),Balicka,"1-201(n), 2-148(p)",Kraków,Kraków,małopolskie
30-198,Kraków (Kraków-Krowodrza),Balicka,"150-DK(p), 203-DK(n)",Kraków,Kraków,małopolskie
30-805,Kraków (Kraków-,Stanisława Balickiego,,Kraków,Kraków,małopolskie
31-417,Kraków (Kraków-,Balladyny,,Kraków,Kraków,małopolskie
31-214,Kraków (Kraków-,Bałtycka,,Kraków,Kraków,małopolskie
30-318,Kraków (Kraków-,Michała Bałuckiego,,Kraków,Kraków,małopolskie
31-235,Kraków (Kraków-,Stefana Banacha,,Kraków,Kraków,małopolskie
30-436,Kraków (Kraków-,Tadeusza Banachiewicza,,Kraków,Kraków,małopolskie
30-129,Kraków (Kraków-,Jerzego Samuela Bandtkiego,,Kraków,Kraków,małopolskie
30-227,Kraków (Kraków-,Adriana Baranieckiego,,Kraków,Kraków,małopolskie
30-838,Kraków (Kraków-,Barbary,,Kraków,Kraków,małopolskie
31-979,Kraków (Kraków-,Bardosa,,Kraków,Kraków,małopolskie
30-807,Kraków (Kraków-,Piotra Bardowskiego,,Kraków,Kraków,małopolskie
30-307,Kraków (Kraków-,Barska,,Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Profesora Wojciecha Marii Bartla,,Kraków,Kraków,małopolskie
31-998,Kraków (Kraków-,Bartnicza,,Kraków,Kraków,małopolskie
30-798,Kraków (Kraków-,Bartników,,Kraków,Kraków,małopolskie
31-057,Kraków (Kraków-,Bartosza,,Kraków,Kraków,małopolskie
30-798,Kraków (Kraków-,płk. Barty,,Kraków,Kraków,małopolskie
31-998,Kraków (Kraków-,Barwinkowa,,Kraków,Kraków,małopolskie
31-999,Kraków (Kraków-,Barwna,,Kraków,Kraków,małopolskie
30-694,Kraków (Kraków-,Barycka,,Kraków,Kraków,małopolskie
30-392,Kraków (Kraków-,Henryka Barycza,,Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Basistówka,,Kraków,Kraków,małopolskie
30-440,Kraków (Kraków-,Bastionowa,,Kraków,Kraków,małopolskie
31-134,Kraków (Kraków-,Basztowa,1-9,Kraków,Kraków,małopolskie
31-143,Kraków (Kraków-,Basztowa,10-18,Kraków,Kraków,małopolskie
31-156,Kraków (Kraków-,Basztowa,19-DK,Kraków,Kraków,małopolskie
30-439,Kraków (Kraków-,Baśniowa,,Kraków,Kraków,małopolskie
30-394,Kraków (Kraków-,Batalionów Chłopskich,,Kraków,Kraków,małopolskie
31-845,Kraków (Kraków-,"Batalionu ""Parasol""",,Kraków,Kraków,małopolskie
31-273,Kraków (Kraków-,"Batalionu ""Skała"" AK",,Kraków,Kraków,małopolskie
31-862,Kraków (Kraków-,"Batalionu ""Zośka""",,Kraków,Kraków,małopolskie
30-735,Kraków (Kraków-,Mariana Batki,,Kraków,Kraków,małopolskie
31-421,Kraków (Kraków-,Batowicka,,Kraków,Kraków,małopolskie
31-057,Kraków (Kraków-,Plac Bawół,,Kraków,Kraków,małopolskie
30-742,Kraków (Kraków-,Bazarowa,,Kraków,Kraków,małopolskie
31-619,Kraków (Kraków-,Eugeniusza Baziaka,,Kraków,Kraków,małopolskie
30-245,Kraków (Kraków-,Bażancia,,Kraków,Kraków,małopolskie
30-376,Kraków (Kraków-,Kaspra Bażanki,,Kraków,Kraków,małopolskie
30-217,Kraków (Kraków-,Klemensa Bąkowskiego,,Kraków,Kraków,małopolskie
30-236,Kraków (Kraków-,Józefa Becka,,Kraków,Kraków,małopolskie
30-694,Kraków (Kraków-,Bednarska,,Kraków,Kraków,małopolskie
30-437,Kraków (Kraków-,Józefa Bellerta,,Kraków,Kraków,małopolskie
31-242,Kraków (Kraków-,Belwederczyków,,Kraków,Kraków,małopolskie
30-699,Kraków (Kraków-,Władysława Bełzy,,Kraków,Kraków,małopolskie
31-517,Kraków (Kraków-,gen. Józefa Bema,,Kraków,Kraków,małopolskie
30-536,Kraków (Kraków-,św. Benedykta,,Kraków,Kraków,małopolskie
30-207,Kraków (Kraków-,Ludomira Benedyktowicza,,Kraków,Kraków,małopolskie
30-398,Kraków (Kraków-,Benedyktyńska,,Kraków,Kraków,małopolskie
30-066,Kraków (Kraków-,Maurycego Beniowskiego,,Kraków,Kraków,małopolskie
30-233,Kraków (Kraków-,Berberysowa,,Kraków,Kraków,małopolskie
30-699,Kraków (Kraków-,Berdyczowska,,Kraków,Kraków,małopolskie
30-038,Kraków (Kraków-,Wacława Berenta,,Kraków,Kraków,małopolskie
31-069,Kraków (Kraków-,Bernardyńska,,Kraków,Kraków,małopolskie
31-069,Kraków (Kraków-,Plac Bernardyński,,Kraków,Kraków,małopolskie
31-327,Kraków (Kraków-,Ryszarda Berwińskiego,,Kraków,Kraków,małopolskie
30-622,Kraków (Kraków-,Beskidzka,"1-29(n), 2-18(p)",Kraków,Kraków,małopolskie
30-611,Kraków (Kraków-,Beskidzka,"20-28(p), 30-DK",Kraków,Kraków,małopolskie
31-999,Kraków (Kraków-,Betlejemska,,Kraków,Kraków,małopolskie
31-998,Kraków (Kraków-,Betonowa,,Kraków,Kraków,małopolskie
31-403,Kraków (Kraków-,Będzińska,,Kraków,Kraków,małopolskie
31-215,Kraków (Kraków-,Biała,,Kraków,Kraków,małopolskie
30-327,Kraków (Kraków-,Biała Droga,,Kraków,Kraków,małopolskie
30-203,Kraków (Kraków-,Białe Wzgórze,,Kraków,Kraków,małopolskie
31-221,Kraków (Kraków-,Białoprądnicka,,Kraków,Kraków,małopolskie
30-638,Kraków (Kraków-,Białoruska,,Kraków,Kraków,małopolskie
30-434,Kraków (Kraków-,Białostocka,,Kraków,Kraków,małopolskie
31-410,Kraków (Kraków-,Białych Brzóz,,Kraków,Kraków,małopolskie
31-234,Kraków (Kraków-,Bibicka,,Kraków,Kraków,małopolskie
30-218,Kraków (Kraków-,Franciszka Bielaka,,Kraków,Kraków,małopolskie
30-246,Kraków (Kraków-,Bielańska,,Kraków,Kraków,małopolskie
30-244,Kraków (Kraków-,inż. Adama Bielańskiego,,Kraków,Kraków,małopolskie
30-815,Kraków (Kraków-,Marcina Bielskiego,,Kraków,Kraków,małopolskie
30-382,Kraków (Kraków-,Profesor Janiny Bieniarzówny,,Kraków,Kraków,małopolskie
31-860,Kraków (Kraków-,Bieńczycka,,Kraków,Kraków,małopolskie
31-831,Kraków (Kraków-,pl. Bieńczycki Plac Targowy,,Kraków,Kraków,małopolskie
30-864,Kraków (Kraków-,Ludwika Bierkowskiego,,Kraków,Kraków,małopolskie
30-043,Kraków (Kraków-,Edmunda Biernackiego,,Kraków,Kraków,małopolskie
30-694,Kraków (Kraków-,Biernata z Lublina,,Kraków,Kraków,małopolskie
30-388,Kraków (Kraków-,Biesiadna,,Kraków,Kraków,małopolskie
30-432,Kraków (Kraków-,Bieszczadzka,,Kraków,Kraków,małopolskie
30-812,Kraków (Kraków-,Bieżanowska,"1-38, 39-113(n)",Kraków,Kraków,małopolskie
30-826,Kraków (Kraków-,Bieżanowska,40-94(p),Kraków,Kraków,małopolskie
30-856,Kraków (Kraków-Podgórze),Bieżanowska,"96-DK(p), 115-DK(n)",Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Billewiczów,,Kraków,Kraków,małopolskie
31-764,Kraków (Kraków-,Mateusza Birkuta,,Kraków,Kraków,małopolskie
30-732,Kraków (Kraków-,Biskupińska,,Kraków,Kraków,małopolskie
31-410,Kraków (Kraków-,Jurka Bitschana,,Kraków,Kraków,małopolskie
31-619,Kraków (Kraków-,Bitwy nad Bzurą,,Kraków,Kraków,małopolskie
31-998,Kraków (Kraków-,Biwakowa,,Kraków,Kraków,małopolskie
30-694,Kraków (Kraków-,Blacharska,,Kraków,Kraków,małopolskie
31-538,Kraków (Kraków-,ks. Franciszka Blachnickiego,,Kraków,Kraków,małopolskie
31-502,Kraków (Kraków-,Blich,1-6,Kraków,Kraków,małopolskie
31-529,Kraków (Kraków-,Blich,7-DK,Kraków,Kraków,małopolskie
31-331,Kraków (Kraków-,Bliska,,Kraków,Kraków,małopolskie
31-752,Kraków (Kraków-,Blokowa,,Kraków,Kraków,małopolskie
30-439,Kraków (Kraków-,Bluszczowa,,Kraków,Kraków,małopolskie
30-643,Kraków (Kraków-,Bławatkowa,,Kraków,Kraków,małopolskie
31-431,Kraków (Kraków-,Błękitna,,Kraków,Kraków,małopolskie
31-573,Kraków (Kraków-,Plac Błonie-Beszcz,,Kraków,Kraków,małopolskie
30-690,Kraków (Kraków-,Błotna,,Kraków,Kraków,małopolskie
30-399,Kraków (Kraków-,Błotniska,,Kraków,Kraków,małopolskie
31-408,Kraków (Kraków-,św. Andrzeja Boboli,,Kraków,Kraków,małopolskie
30-381,Kraków (Kraków-,Bobrowa,,Kraków,Kraków,małopolskie
31-552,Kraków (Kraków-,Stefana Bobrowskiego,,Kraków,Kraków,małopolskie
31-216,Kraków (Kraków-,Marii Bobrzeckiej,,Kraków,Kraków,małopolskie
30-348,Kraków (Kraków-,Profesora Michała Bobrzyńskiego,,Kraków,Kraków,małopolskie
30-693,Kraków (Kraków-,Adama Bochenka,,Kraków,Kraków,małopolskie
31-061,Kraków (Kraków-,Bocheńska,,Kraków,Kraków,małopolskie
30-394,Kraków (Kraków-,Ojca Józefa Bocheńskiego,,Kraków,Kraków,małopolskie
30-698,Kraków (Kraków-,prof. Adama Bochnaka,,Kraków,Kraków,małopolskie
31-231,Kraków (Kraków-,Bociana,,Kraków,Kraków,małopolskie
30-346,Kraków (Kraków-,Boczna,,Kraków,Kraków,małopolskie
30-851,Kraków (Kraków-,Bocznica,,Kraków,Kraków,małopolskie
30-223,Kraków (Kraków-,Bodziszkowa,,Kraków,Kraków,małopolskie
30-379,Kraków (Kraków-,Bodzowska,,Kraków,Kraków,małopolskie
31-845,Kraków (Kraków-,Plac Bogdana Włosika,,Kraków,Kraków,małopolskie
30-698,Kraków (Kraków-,Wincentego Bogdanowskiego,,Kraków,Kraków,małopolskie
30-398,Kraków (Kraków-,Bogucianka,,Kraków,Kraków,małopolskie
30-898,Kraków (Kraków-,Bogucicka,,Kraków,Kraków,małopolskie
31-048,Kraków (Kraków-,Wojciecha Bogusławskiego,,Kraków,Kraków,małopolskie
31-808,Kraków (Kraków-,Józefa Bogusza,,Kraków,Kraków,małopolskie
31-579,Kraków (Kraków-,Boguszówka,,Kraków,Kraków,małopolskie
30-547,Kraków (Kraków-,Plac Bohaterów Getta,,Kraków,Kraków,małopolskie
31-477,Kraków (Kraków-,Bohaterów Wietnamu,,Kraków,Kraków,małopolskie
31-416,Kraków (Kraków-,Franciszka Bohomolca,,Kraków,Kraków,małopolskie
30-381,Kraków (Kraków-,Bojanówka,,Kraków,Kraków,małopolskie
30-611,Kraków (Kraków-,Jakuba Bojki,,Kraków,Kraków,małopolskie
31-519,Kraków (Kraków-,Bolesława Chrobrego,"1-25(n), 2-22(p)",Kraków,Kraków,małopolskie
31-428,Kraków (Kraków-Śródmieście),Bolesława Chrobrego,"24-DK(p), 27-DK(n)",Kraków,Kraków,małopolskie
31-710,Kraków (Kraków-,Bolesława Krzywoustego,,Kraków,Kraków,małopolskie
30-398,Kraków (Kraków-,Bolesława Śmiałego,,Kraków,Kraków,małopolskie
31-710,Kraków (Kraków-,Bolesława Wstydliwego,,Kraków,Kraków,małopolskie
30-415,Kraków (Kraków-,Bonarka,,Kraków,Kraków,małopolskie
31-030,Kraków (Kraków-,Bonerowska,,Kraków,Kraków,małopolskie
31-061,Kraków (Kraków-,Bonifraterska,,Kraków,Kraków,małopolskie
31-836,Kraków (Kraków-,Królowej Bony,,Kraków,Kraków,małopolskie
30-498,Kraków (Kraków-,Czesława Boratyńskiego,,Kraków,Kraków,małopolskie
30-108,Kraków (Kraków-,Marcina Borelowskiego-Lelewela,,Kraków,Kraków,małopolskie
30-438,Kraków (Kraków-,Borkowska,,Kraków,Kraków,małopolskie
30-427,Kraków (Kraków-,Borkowskie Błonia,,Kraków,Kraków,małopolskie
30-215,Kraków (Kraków-,Piotra Borowego,,Kraków,Kraków,małopolskie
31-505,Kraków (Kraków-,Iwony Borowickiej,,Kraków,Kraków,małopolskie
30-698,Kraków (Kraków-,Borowinowa,,Kraków,Kraków,małopolskie
30-252,Kraków (Kraków-,Borówczana,,Kraków,Kraków,małopolskie
30-408,Kraków (Kraków-,Borsucza,,Kraków,Kraków,małopolskie
31-939,Kraków (Kraków-,gen. Mieczysława Boruty-Spiechowicza,,Kraków,Kraków,małopolskie
31-508,Kraków (Kraków-,Bosacka,"1-23(n), 25-DK",Kraków,Kraków,małopolskie
31-505,Kraków (Kraków-,Bosacka,2-24(p),Kraków,Kraków,małopolskie
31-476,Kraków (Kraków-,Bosaków,1-DK(n),Kraków,Kraków,małopolskie
31-410,Kraków (Kraków-,Bosaków,2-DK(p),Kraków,Kraków,małopolskie
31-503,Kraków (Kraków-,Botaniczna,,Kraków,Kraków,małopolskie
30-798,Kraków (Kraków-,Christo Botewa,,Kraków,Kraków,małopolskie
31-352,Kraków (Kraków-,Tadeusza Boya-Żeleńskiego,,Kraków,Kraków,małopolskie
31-418,Kraków (Kraków-,Olgi Boznańskiej,,Kraków,Kraków,małopolskie
31-059,Kraków (Kraków-,Bożego Ciała,,Kraków,Kraków,małopolskie
31-104,Kraków (Kraków-,Bożego Miłosierdzia,,Kraków,Kraków,małopolskie
30-610,Kraków (Kraków-,Do Sanktuarium Bożego Miłosierdzia,,Kraków,Kraków,małopolskie
31-764,Kraków (Kraków-,Bożywoja,,Kraków,Kraków,małopolskie
30-398,Kraków (Kraków-,Bór,,Kraków,Kraków,małopolskie
31-358,Kraków (Kraków-,Bp Józefa Gawliny,,Kraków,Kraków,małopolskie
30-556,Kraków (Kraków-,Plac Braci Dudzińskich,,Kraków,Kraków,małopolskie
31-005,Kraków (Kraków-,Bracka,,Kraków,Kraków,małopolskie
30-732,Kraków (Kraków-,Konstantego Brandla,,Kraków,Kraków,małopolskie
31-985,Kraków (Kraków-,Branicka,,Kraków,Kraków,małopolskie
30-802,Kraków (Kraków-,Braterska,,Kraków,Kraków,małopolskie
30-395,Kraków (Kraków-,Braterstwa Broni,,Kraków,Kraków,małopolskie
31-463,Kraków (Kraków-,Bratkowa,,Kraków,Kraków,małopolskie
31-201,Kraków (Kraków-,Bratysławska,,Kraków,Kraków,małopolskie
30-142,Kraków (Kraków-,Brązownicza,,Kraków,Kraków,małopolskie
31-518,Kraków (Kraków-,Józefa Brodowicza,,Kraków,Kraków,małopolskie
30-506,Kraków (Kraków-,Kazimierza Brodzińskiego,,Kraków,Kraków,małopolskie
31-431,Kraków (Kraków-,Brogi,,Kraków,Kraków,małopolskie
31-801,Kraków (Kraków-,Władysława Broniewskiego,,Kraków,Kraków,małopolskie
30-203,Kraków (Kraków-,św. Bronisławy,,Kraków,Kraków,małopolskie
30-084,Kraków (Kraków-,Bronowicka,"1-39(n), 2-18(p)",Kraków,Kraków,małopolskie
30-091,Kraków (Kraków-Krowodrza),Bronowicka,"20-110(p), 41-113(n)",Kraków,Kraków,małopolskie
30-121,Kraków (Kraków-Krowodrza),Bronowicka,"112-DK(p), 115-DK(n)",Kraków,Kraków,małopolskie
30-398,Kraków (Kraków-,Browarniana,,Kraków,Kraków,małopolskie
30-347,Kraków (Kraków-,Jana Brożka,1-DK(n),Kraków,Kraków,małopolskie
30-405,Kraków (Kraków-,Jana Brożka,26-DK(p),Kraków,Kraków,małopolskie
31-999,Kraków (Kraków-,Bruśnicka,,Kraków,Kraków,małopolskie
30-253,Kraków (Kraków-,Bruzdowa,,Kraków,Kraków,małopolskie
30-394,Kraków (Kraków-,Aleksandra Brücknera,,Kraków,Kraków,małopolskie
30-381,Kraków (Kraków-,Brzask,,Kraków,Kraków,małopolskie
31-478,Kraków (Kraków-,Jana Brzechwy,,Kraków,Kraków,małopolskie
30-235,Kraków (Kraków-,Brzegowa,,Kraków,Kraków,małopolskie
31-998,Kraków (Kraków-,Brzeska,,Kraków,Kraków,małopolskie
30-198,Kraków (Kraków-,Piotra Brzezińskiego,,Kraków,Kraków,małopolskie
31-320,Kraków (Kraków-,Brzoskwiniowa,,Kraków,Kraków,małopolskie
31-050,Kraków (Kraków-,Brzozowa,,Kraków,Kraków,małopolskie
31-398,Kraków (Kraków-,Stanisława Brzozowskiego,,Kraków,Kraków,małopolskie
30-072,Kraków (Kraków-,Witolda Budryka,,Kraków,Kraków,małopolskie
31-347,Kraków (Kraków-,Budrysów,,Kraków,Kraków,małopolskie
31-619,Kraków (Kraków-,Budziszyńska,,Kraków,Kraków,małopolskie
30-799,Kraków (Kraków-,Bugaj,,Kraków,Kraków,małopolskie
30-611,Kraków (Kraków-,Franciszka Bujaka,,Kraków,Kraków,małopolskie
31-529,Kraków (Kraków-,Odona Bujwida,,Kraków,Kraków,małopolskie
31-324,Kraków (Kraków-,Bukietowa,,Kraków,Kraków,małopolskie
30-741,Kraków (Kraków-,Bukowa,,Kraków,Kraków,małopolskie
31-764,Kraków (Kraków-,Bukszpanowa,,Kraków,Kraków,małopolskie
31-222,Kraków (Kraków-,Bularnia,,Kraków,Kraków,małopolskie
31-069,Kraków (Kraków-,bulw. Bulwar Czerwieński,,Kraków,Kraków,małopolskie
31-036,Kraków (Kraków-,bulw. Bulwar Kurlandzki,,Kraków,Kraków,małopolskie
30-310,Kraków (Kraków-,bulw. Bulwar Poleski,,Kraków,Kraków,małopolskie
30-114,Kraków (Kraków-,bulw. Bulwar Rodła,,Kraków,Kraków,małopolskie
30-310,Kraków (Kraków-,bulw. Bulwar Wołyński,,Kraków,Kraków,małopolskie
31-751,Kraków (Kraków-Nowa Huta),Bulwarowa,"1-37(n), 4-26(p),",Kraków,Kraków,małopolskie
,,,"30-DK(p),",,,
31-965,Kraków (Kraków-,Bulwarowa,2,Kraków,Kraków,małopolskie
31-907,Kraków (Kraków-,Bulwarowa,28,Kraków,Kraków,małopolskie
31-978,Kraków (Kraków-,Bulwarowa,39,Kraków,Kraków,małopolskie
30-409,Kraków (Kraków-,Bułgarska,,Kraków,Kraków,małopolskie
30-335,Kraków (Kraków-,Jana Bułhaka,,Kraków,Kraków,małopolskie
30-392,Kraków (Kraków-,Karola Bunscha,,Kraków,Kraków,małopolskie
30-641,Kraków (Kraków-,Buraczana,,Kraków,Kraków,małopolskie
30-383,Kraków (Kraków-,Burgundzka,,Kraków,Kraków,małopolskie
31-213,Kraków (Kraków-,Bursztynowa,,Kraków,Kraków,małopolskie
31-766,Kraków (Kraków-,Burzowa,,Kraków,Kraków,małopolskie
30-150,Kraków (Kraków-,Jana Buszka,,Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Butrymów,,Kraków,Kraków,małopolskie
30-056,Kraków (Kraków-,Bydgoska,,Kraków,Kraków,małopolskie
30-623,Kraków (Kraków-,Bystra,,Kraków,Kraków,małopolskie
31-999,Kraków (Kraków-,Jana Stanisława Bystronia,,Kraków,Kraków,małopolskie
30-075,Kraków (Kraków-,Bytomska,,Kraków,Kraków,małopolskie
30-138,Kraków (Kraków-,Edwarda Bzymka-Strzałkowskiego,,Kraków,Kraków,małopolskie
30-614,Kraków (Kraków-Podgórze),Cechowa,"2-30(p), 3-35g(n), 8-49a,",Kraków,Kraków,małopolskie
,,,"51-60,",,,
,,,"54a-76(p),",,,
,,,73-75(n),,,
30-685,Kraków (Kraków-Podgórze),Cechowa,"50-50a, 63-67a(n),",Kraków,Kraków,małopolskie
,,,"71-73b(n),",,,
,,,"77-79(n),",,,
,,,"80-134b,",,,
,,,136-144(p),,,
30-231,Kraków (Kraków-,Cedrowa,,Kraków,Kraków,małopolskie
31-612,Kraków (Kraków-,Cedyńska,,Kraków,Kraków,małopolskie
30-404,Kraków (Kraków-,Cegielniana,,Kraków,Kraków,małopolskie
30-362,Kraków (Kraków-,Ceglarska,,Kraków,Kraków,małopolskie
31-809,Kraków (Kraków-,Rozalii Celakówny,,Kraków,Kraków,małopolskie
31-408,Kraków (Kraków-,Celarowska,"1-11(n), 2-14(p)",Kraków,Kraków,małopolskie
31-414,Kraków (Kraków-Śródmieście),Celarowska,"13-DK(n), 16-DK(p)",Kraków,Kraków,małopolskie
30-507,Kraków (Kraków-,Celna,,Kraków,Kraków,małopolskie
31-983,Kraków (Kraków-,Cementowa,,Kraków,Kraków,małopolskie
30-389,Kraków (Kraków-,Centkiewiczów,,Kraków,Kraków,małopolskie
31-982,Kraków (Kraków-,Centralna,1-37(n),Kraków,Kraków,małopolskie
31-579,Kraków (Kraków-,Centralna,2-30(p),Kraków,Kraków,małopolskie
31-586,Kraków (Kraków-Nowa Huta),Centralna,"32-50(p), 39-91(n), 92-DK",Kraków,Kraków,małopolskie
31-934,Kraków (Kraków-,Plac Centralny im. Ronalda Reagana,,Kraków,Kraków,małopolskie
31-910,Kraków (Kraków-,Maksymiliana i Stanisława Cerchów,,Kraków,Kraków,małopolskie
